setting_tasks,setting_processors,seed,split,HEFT,CPOP,RKHS_BO,template_features,theta,llm_response
50,8,44,test,151.0,145.0,145.0,"rank_u,depth,comm_weight,fork,in_degree","{'rank_u': 2.5425753131322164, 'depth': -0.23551546771676984, 'comm_weight': 0.5188032679482151, 'fork': -1.1298741380966966, 'in_degree': -1.699848510622981}","Here is a compact formula for the priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{fork} + 0.1 \times \text{in_degree}  \]   This formula balances task importance (rank and depth), communication overhead (comm_weight), and structural characteristics (fork and in_degree) to prioritize tasks effectively in a heterogeneous DAG scheduling context."
50,8,45,test,213.0,215.0,213.0,"rank_u,depth,comm_weight,fork,in_degree","{'rank_u': 2.5425753131322164, 'depth': -0.23551546771676984, 'comm_weight': 0.5188032679482151, 'fork': -1.1298741380966966, 'in_degree': -1.699848510622981}","Here is a compact formula for the priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{fork} + 0.1 \times \text{in_degree}  \]   This formula balances task importance (rank and depth), communication overhead (comm_weight), and structural characteristics (fork and in_degree) to prioritize tasks effectively in a heterogeneous DAG scheduling context."
50,8,46,test,164.0,171.0,164.0,"rank_u,depth,comm_weight,fork,in_degree","{'rank_u': 2.5425753131322164, 'depth': -0.23551546771676984, 'comm_weight': 0.5188032679482151, 'fork': -1.1298741380966966, 'in_degree': -1.699848510622981}","Here is a compact formula for the priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{fork} + 0.1 \times \text{in_degree}  \]   This formula balances task importance (rank and depth), communication overhead (comm_weight), and structural characteristics (fork and in_degree) to prioritize tasks effectively in a heterogeneous DAG scheduling context."
50,8,47,test,235.0,235.0,235.0,"rank_u,depth,comm_weight,fork,in_degree","{'rank_u': 2.5425753131322164, 'depth': -0.23551546771676984, 'comm_weight': 0.5188032679482151, 'fork': -1.1298741380966966, 'in_degree': -1.699848510622981}","Here is a compact formula for the priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{fork} + 0.1 \times \text{in_degree}  \]   This formula balances task importance (rank and depth), communication overhead (comm_weight), and structural characteristics (fork and in_degree) to prioritize tasks effectively in a heterogeneous DAG scheduling context."
50,8,48,test,140.0,164.0,140.0,"rank_u,depth,comm_weight,fork,in_degree","{'rank_u': 2.5425753131322164, 'depth': -0.23551546771676984, 'comm_weight': 0.5188032679482151, 'fork': -1.1298741380966966, 'in_degree': -1.699848510622981}","Here is a compact formula for the priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{fork} + 0.1 \times \text{in_degree}  \]   This formula balances task importance (rank and depth), communication overhead (comm_weight), and structural characteristics (fork and in_degree) to prioritize tasks effectively in a heterogeneous DAG scheduling context."
50,8,49,test,217.0,220.0,217.0,"rank_u,depth,comm_weight,fork,in_degree","{'rank_u': 2.5425753131322164, 'depth': -0.23551546771676984, 'comm_weight': 0.5188032679482151, 'fork': -1.1298741380966966, 'in_degree': -1.699848510622981}","Here is a compact formula for the priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{fork} + 0.1 \times \text{in_degree}  \]   This formula balances task importance (rank and depth), communication overhead (comm_weight), and structural characteristics (fork and in_degree) to prioritize tasks effectively in a heterogeneous DAG scheduling context."
100,2,40,test,793.0,997.0,789.0,"rank_u,depth,comm_weight,in_degree,fork","{'rank_u': 1.035650489380338, 'depth': -2.0963730666935265, 'comm_weight': -0.027607592917616892, 'in_degree': -0.4486157668333761, 'fork': 2.1041301141177837}","Here is a compact formula for the priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{in_degree} + 0.1 \times \text{fork}  \]   This formula emphasizes the importance of task rank, depth in the DAG, communication weight, and task connectivity through in-degree and fork characteristics, providing a balanced approach for scheduling in a heterogeneous environment."
100,2,41,test,797.0,984.0,759.0,"rank_u,depth,comm_weight,in_degree,fork","{'rank_u': 1.035650489380338, 'depth': -2.0963730666935265, 'comm_weight': -0.027607592917616892, 'in_degree': -0.4486157668333761, 'fork': 2.1041301141177837}","Here is a compact formula for the priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{in_degree} + 0.1 \times \text{fork}  \]   This formula emphasizes the importance of task rank, depth in the DAG, communication weight, and task connectivity through in-degree and fork characteristics, providing a balanced approach for scheduling in a heterogeneous environment."
100,2,42,test,827.0,1071.0,813.0,"rank_u,depth,comm_weight,in_degree,fork","{'rank_u': 1.035650489380338, 'depth': -2.0963730666935265, 'comm_weight': -0.027607592917616892, 'in_degree': -0.4486157668333761, 'fork': 2.1041301141177837}","Here is a compact formula for the priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{in_degree} + 0.1 \times \text{fork}  \]   This formula emphasizes the importance of task rank, depth in the DAG, communication weight, and task connectivity through in-degree and fork characteristics, providing a balanced approach for scheduling in a heterogeneous environment."
100,2,43,test,803.0,1074.0,809.0,"rank_u,depth,comm_weight,in_degree,fork","{'rank_u': 1.035650489380338, 'depth': -2.0963730666935265, 'comm_weight': -0.027607592917616892, 'in_degree': -0.4486157668333761, 'fork': 2.1041301141177837}","Here is a compact formula for the priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{in_degree} + 0.1 \times \text{fork}  \]   This formula emphasizes the importance of task rank, depth in the DAG, communication weight, and task connectivity through in-degree and fork characteristics, providing a balanced approach for scheduling in a heterogeneous environment."
100,2,44,test,836.0,1100.0,819.0,"rank_u,depth,comm_weight,in_degree,fork","{'rank_u': 1.035650489380338, 'depth': -2.0963730666935265, 'comm_weight': -0.027607592917616892, 'in_degree': -0.4486157668333761, 'fork': 2.1041301141177837}","Here is a compact formula for the priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{in_degree} + 0.1 \times \text{fork}  \]   This formula emphasizes the importance of task rank, depth in the DAG, communication weight, and task connectivity through in-degree and fork characteristics, providing a balanced approach for scheduling in a heterogeneous environment."
100,2,45,test,819.0,979.0,796.0,"rank_u,depth,comm_weight,in_degree,fork","{'rank_u': 1.035650489380338, 'depth': -2.0963730666935265, 'comm_weight': -0.027607592917616892, 'in_degree': -0.4486157668333761, 'fork': 2.1041301141177837}","Here is a compact formula for the priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{in_degree} + 0.1 \times \text{fork}  \]   This formula emphasizes the importance of task rank, depth in the DAG, communication weight, and task connectivity through in-degree and fork characteristics, providing a balanced approach for scheduling in a heterogeneous environment."
100,2,46,test,809.0,954.0,811.0,"rank_u,depth,comm_weight,in_degree,fork","{'rank_u': 1.035650489380338, 'depth': -2.0963730666935265, 'comm_weight': -0.027607592917616892, 'in_degree': -0.4486157668333761, 'fork': 2.1041301141177837}","Here is a compact formula for the priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{in_degree} + 0.1 \times \text{fork}  \]   This formula emphasizes the importance of task rank, depth in the DAG, communication weight, and task connectivity through in-degree and fork characteristics, providing a balanced approach for scheduling in a heterogeneous environment."
100,2,47,test,799.0,1049.0,791.0,"rank_u,depth,comm_weight,in_degree,fork","{'rank_u': 1.035650489380338, 'depth': -2.0963730666935265, 'comm_weight': -0.027607592917616892, 'in_degree': -0.4486157668333761, 'fork': 2.1041301141177837}","Here is a compact formula for the priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{in_degree} + 0.1 \times \text{fork}  \]   This formula emphasizes the importance of task rank, depth in the DAG, communication weight, and task connectivity through in-degree and fork characteristics, providing a balanced approach for scheduling in a heterogeneous environment."
100,2,48,test,808.0,1038.0,806.0,"rank_u,depth,comm_weight,in_degree,fork","{'rank_u': 1.035650489380338, 'depth': -2.0963730666935265, 'comm_weight': -0.027607592917616892, 'in_degree': -0.4486157668333761, 'fork': 2.1041301141177837}","Here is a compact formula for the priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{in_degree} + 0.1 \times \text{fork}  \]   This formula emphasizes the importance of task rank, depth in the DAG, communication weight, and task connectivity through in-degree and fork characteristics, providing a balanced approach for scheduling in a heterogeneous environment."
100,2,49,test,794.0,1067.0,787.0,"rank_u,depth,comm_weight,in_degree,fork","{'rank_u': 1.035650489380338, 'depth': -2.0963730666935265, 'comm_weight': -0.027607592917616892, 'in_degree': -0.4486157668333761, 'fork': 2.1041301141177837}","Here is a compact formula for the priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{in_degree} + 0.1 \times \text{fork}  \]   This formula emphasizes the importance of task rank, depth in the DAG, communication weight, and task connectivity through in-degree and fork characteristics, providing a balanced approach for scheduling in a heterogeneous environment."
100,4,40,test,460.0,551.0,457.0,"rank_u,depth,comm_weight,in_degree","{'rank_u': 1.5695850152311053, 'depth': -1.6776257082298114, 'comm_weight': 0.22591766994389184, 'in_degree': -1.7477763575171839}","Here’s a compact formula for the priority heuristic using 4 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{in_degree}  \]   This formula balances the task's position in the DAG (using rank and depth), communication weight, and the number of incoming dependencies, which can help prioritize tasks effectively in a heterogeneous computing environment."
100,4,41,test,407.0,520.0,406.0,"rank_u,depth,comm_weight,in_degree","{'rank_u': 1.5695850152311053, 'depth': -1.6776257082298114, 'comm_weight': 0.22591766994389184, 'in_degree': -1.7477763575171839}","Here’s a compact formula for the priority heuristic using 4 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{in_degree}  \]   This formula balances the task's position in the DAG (using rank and depth), communication weight, and the number of incoming dependencies, which can help prioritize tasks effectively in a heterogeneous computing environment."
100,4,42,test,464.0,609.0,464.0,"rank_u,depth,comm_weight,in_degree","{'rank_u': 1.5695850152311053, 'depth': -1.6776257082298114, 'comm_weight': 0.22591766994389184, 'in_degree': -1.7477763575171839}","Here’s a compact formula for the priority heuristic using 4 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{in_degree}  \]   This formula balances the task's position in the DAG (using rank and depth), communication weight, and the number of incoming dependencies, which can help prioritize tasks effectively in a heterogeneous computing environment."
100,4,43,test,454.0,590.0,451.0,"rank_u,depth,comm_weight,in_degree","{'rank_u': 1.5695850152311053, 'depth': -1.6776257082298114, 'comm_weight': 0.22591766994389184, 'in_degree': -1.7477763575171839}","Here’s a compact formula for the priority heuristic using 4 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{in_degree}  \]   This formula balances the task's position in the DAG (using rank and depth), communication weight, and the number of incoming dependencies, which can help prioritize tasks effectively in a heterogeneous computing environment."
100,4,44,test,468.0,621.0,478.0,"rank_u,depth,comm_weight,in_degree","{'rank_u': 1.5695850152311053, 'depth': -1.6776257082298114, 'comm_weight': 0.22591766994389184, 'in_degree': -1.7477763575171839}","Here’s a compact formula for the priority heuristic using 4 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{in_degree}  \]   This formula balances the task's position in the DAG (using rank and depth), communication weight, and the number of incoming dependencies, which can help prioritize tasks effectively in a heterogeneous computing environment."
100,4,45,test,456.0,592.0,457.0,"rank_u,depth,comm_weight,in_degree","{'rank_u': 1.5695850152311053, 'depth': -1.6776257082298114, 'comm_weight': 0.22591766994389184, 'in_degree': -1.7477763575171839}","Here’s a compact formula for the priority heuristic using 4 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{in_degree}  \]   This formula balances the task's position in the DAG (using rank and depth), communication weight, and the number of incoming dependencies, which can help prioritize tasks effectively in a heterogeneous computing environment."
100,4,46,test,478.0,600.0,481.0,"rank_u,depth,comm_weight,in_degree","{'rank_u': 1.5695850152311053, 'depth': -1.6776257082298114, 'comm_weight': 0.22591766994389184, 'in_degree': -1.7477763575171839}","Here’s a compact formula for the priority heuristic using 4 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{in_degree}  \]   This formula balances the task's position in the DAG (using rank and depth), communication weight, and the number of incoming dependencies, which can help prioritize tasks effectively in a heterogeneous computing environment."
100,4,47,test,496.0,579.0,491.0,"rank_u,depth,comm_weight,in_degree","{'rank_u': 1.5695850152311053, 'depth': -1.6776257082298114, 'comm_weight': 0.22591766994389184, 'in_degree': -1.7477763575171839}","Here’s a compact formula for the priority heuristic using 4 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{in_degree}  \]   This formula balances the task's position in the DAG (using rank and depth), communication weight, and the number of incoming dependencies, which can help prioritize tasks effectively in a heterogeneous computing environment."
100,4,48,test,439.0,528.0,413.0,"rank_u,depth,comm_weight,in_degree","{'rank_u': 1.5695850152311053, 'depth': -1.6776257082298114, 'comm_weight': 0.22591766994389184, 'in_degree': -1.7477763575171839}","Here’s a compact formula for the priority heuristic using 4 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{in_degree}  \]   This formula balances the task's position in the DAG (using rank and depth), communication weight, and the number of incoming dependencies, which can help prioritize tasks effectively in a heterogeneous computing environment."
100,4,49,test,461.0,560.0,458.0,"rank_u,depth,comm_weight,in_degree","{'rank_u': 1.5695850152311053, 'depth': -1.6776257082298114, 'comm_weight': 0.22591766994389184, 'in_degree': -1.7477763575171839}","Here’s a compact formula for the priority heuristic using 4 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{in_degree}  \]   This formula balances the task's position in the DAG (using rank and depth), communication weight, and the number of incoming dependencies, which can help prioritize tasks effectively in a heterogeneous computing environment."
100,8,40,test,337.0,344.0,337.0,"rank_u,depth,comm_weight","{'rank_u': 1.282680728552317, 'depth': -1.5647382115218278, 'comm_weight': 0.19081980016784053}","Here's a compact formula for your interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]  This formula incorporates the upward rank, depth of the task in the DAG, and communication weight, balancing the importance of task priority, structural position, and communication overhead."
100,8,41,test,322.0,346.0,325.0,"rank_u,depth,comm_weight","{'rank_u': 1.282680728552317, 'depth': -1.5647382115218278, 'comm_weight': 0.19081980016784053}","Here's a compact formula for your interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]  This formula incorporates the upward rank, depth of the task in the DAG, and communication weight, balancing the importance of task priority, structural position, and communication overhead."
100,8,42,test,405.0,406.0,405.0,"rank_u,depth,comm_weight","{'rank_u': 1.282680728552317, 'depth': -1.5647382115218278, 'comm_weight': 0.19081980016784053}","Here's a compact formula for your interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]  This formula incorporates the upward rank, depth of the task in the DAG, and communication weight, balancing the importance of task priority, structural position, and communication overhead."
100,8,43,test,366.0,385.0,366.0,"rank_u,depth,comm_weight","{'rank_u': 1.282680728552317, 'depth': -1.5647382115218278, 'comm_weight': 0.19081980016784053}","Here's a compact formula for your interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]  This formula incorporates the upward rank, depth of the task in the DAG, and communication weight, balancing the importance of task priority, structural position, and communication overhead."
100,8,44,test,385.0,407.0,389.0,"rank_u,depth,comm_weight","{'rank_u': 1.282680728552317, 'depth': -1.5647382115218278, 'comm_weight': 0.19081980016784053}","Here's a compact formula for your interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]  This formula incorporates the upward rank, depth of the task in the DAG, and communication weight, balancing the importance of task priority, structural position, and communication overhead."
100,8,45,test,376.0,378.0,376.0,"rank_u,depth,comm_weight","{'rank_u': 1.282680728552317, 'depth': -1.5647382115218278, 'comm_weight': 0.19081980016784053}","Here's a compact formula for your interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]  This formula incorporates the upward rank, depth of the task in the DAG, and communication weight, balancing the importance of task priority, structural position, and communication overhead."
100,8,46,test,386.0,412.0,386.0,"rank_u,depth,comm_weight","{'rank_u': 1.282680728552317, 'depth': -1.5647382115218278, 'comm_weight': 0.19081980016784053}","Here's a compact formula for your interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]  This formula incorporates the upward rank, depth of the task in the DAG, and communication weight, balancing the importance of task priority, structural position, and communication overhead."
100,8,47,test,404.0,414.0,404.0,"rank_u,depth,comm_weight","{'rank_u': 1.282680728552317, 'depth': -1.5647382115218278, 'comm_weight': 0.19081980016784053}","Here's a compact formula for your interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]  This formula incorporates the upward rank, depth of the task in the DAG, and communication weight, balancing the importance of task priority, structural position, and communication overhead."
100,8,48,test,375.0,383.0,375.0,"rank_u,depth,comm_weight","{'rank_u': 1.282680728552317, 'depth': -1.5647382115218278, 'comm_weight': 0.19081980016784053}","Here's a compact formula for your interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]  This formula incorporates the upward rank, depth of the task in the DAG, and communication weight, balancing the importance of task priority, structural position, and communication overhead."
100,8,49,test,357.0,394.0,363.0,"rank_u,depth,comm_weight","{'rank_u': 1.282680728552317, 'depth': -1.5647382115218278, 'comm_weight': 0.19081980016784053}","Here's a compact formula for your interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]  This formula incorporates the upward rank, depth of the task in the DAG, and communication weight, balancing the importance of task priority, structural position, and communication overhead."
