ablation,setting_tasks,setting_processors,seed,split,HEFT,CPOP,RKHS_BO,template_features,theta,llm_response
full_rkhs,50,8,43,test,214.0,214.0,214.0,"rank_u,depth,comm_weight","{'rank_u': 1.911616196244925, 'depth': -1.3215318126378963, 'comm_weight': 0.2808572300795534}","Here is a compact formula for the interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]   This formula emphasizes the importance of the task's position in the DAG (using `rank_u` and `depth`), while also considering the communication weight, which can impact scheduling efficiency in a heterogeneous environment."
full_rkhs,50,8,44,test,151.0,145.0,145.0,"rank_u,depth,comm_weight","{'rank_u': 1.911616196244925, 'depth': -1.3215318126378963, 'comm_weight': 0.2808572300795534}","Here is a compact formula for the interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]   This formula emphasizes the importance of the task's position in the DAG (using `rank_u` and `depth`), while also considering the communication weight, which can impact scheduling efficiency in a heterogeneous environment."
full_rkhs,50,8,45,test,213.0,215.0,213.0,"rank_u,depth,comm_weight","{'rank_u': 1.911616196244925, 'depth': -1.3215318126378963, 'comm_weight': 0.2808572300795534}","Here is a compact formula for the interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]   This formula emphasizes the importance of the task's position in the DAG (using `rank_u` and `depth`), while also considering the communication weight, which can impact scheduling efficiency in a heterogeneous environment."
full_rkhs,50,8,46,test,164.0,171.0,164.0,"rank_u,depth,comm_weight","{'rank_u': 1.911616196244925, 'depth': -1.3215318126378963, 'comm_weight': 0.2808572300795534}","Here is a compact formula for the interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]   This formula emphasizes the importance of the task's position in the DAG (using `rank_u` and `depth`), while also considering the communication weight, which can impact scheduling efficiency in a heterogeneous environment."
full_rkhs,50,8,47,test,235.0,235.0,235.0,"rank_u,depth,comm_weight","{'rank_u': 1.911616196244925, 'depth': -1.3215318126378963, 'comm_weight': 0.2808572300795534}","Here is a compact formula for the interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]   This formula emphasizes the importance of the task's position in the DAG (using `rank_u` and `depth`), while also considering the communication weight, which can impact scheduling efficiency in a heterogeneous environment."
full_rkhs,50,8,48,test,140.0,164.0,140.0,"rank_u,depth,comm_weight","{'rank_u': 1.911616196244925, 'depth': -1.3215318126378963, 'comm_weight': 0.2808572300795534}","Here is a compact formula for the interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]   This formula emphasizes the importance of the task's position in the DAG (using `rank_u` and `depth`), while also considering the communication weight, which can impact scheduling efficiency in a heterogeneous environment."
full_rkhs,50,8,49,test,217.0,220.0,217.0,"rank_u,depth,comm_weight","{'rank_u': 1.911616196244925, 'depth': -1.3215318126378963, 'comm_weight': 0.2808572300795534}","Here is a compact formula for the interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]   This formula emphasizes the importance of the task's position in the DAG (using `rank_u` and `depth`), while also considering the communication weight, which can impact scheduling efficiency in a heterogeneous environment."
full_rkhs,100,2,40,test,793.0,997.0,775.0,"rank_u,depth,comm_weight","{'rank_u': 1.5734545153396102, 'depth': -2.4964340761025428, 'comm_weight': -0.07578908607055802}","Here is a compact formula for the interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]  This formula combines the upward rank, depth of the task, and communication weight to prioritize tasks effectively in a heterogeneous DAG scheduling context."
full_rkhs,100,2,41,test,797.0,984.0,757.0,"rank_u,depth,comm_weight","{'rank_u': 1.5734545153396102, 'depth': -2.4964340761025428, 'comm_weight': -0.07578908607055802}","Here is a compact formula for the interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]  This formula combines the upward rank, depth of the task, and communication weight to prioritize tasks effectively in a heterogeneous DAG scheduling context."
full_rkhs,100,2,42,test,827.0,1071.0,824.0,"rank_u,depth,comm_weight","{'rank_u': 1.5734545153396102, 'depth': -2.4964340761025428, 'comm_weight': -0.07578908607055802}","Here is a compact formula for the interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]  This formula combines the upward rank, depth of the task, and communication weight to prioritize tasks effectively in a heterogeneous DAG scheduling context."
full_rkhs,100,2,43,test,803.0,1074.0,816.0,"rank_u,depth,comm_weight","{'rank_u': 1.5734545153396102, 'depth': -2.4964340761025428, 'comm_weight': -0.07578908607055802}","Here is a compact formula for the interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]  This formula combines the upward rank, depth of the task, and communication weight to prioritize tasks effectively in a heterogeneous DAG scheduling context."
full_rkhs,100,2,44,test,836.0,1100.0,832.0,"rank_u,depth,comm_weight","{'rank_u': 1.5734545153396102, 'depth': -2.4964340761025428, 'comm_weight': -0.07578908607055802}","Here is a compact formula for the interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]  This formula combines the upward rank, depth of the task, and communication weight to prioritize tasks effectively in a heterogeneous DAG scheduling context."
full_rkhs,100,2,45,test,819.0,979.0,786.0,"rank_u,depth,comm_weight","{'rank_u': 1.5734545153396102, 'depth': -2.4964340761025428, 'comm_weight': -0.07578908607055802}","Here is a compact formula for the interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]  This formula combines the upward rank, depth of the task, and communication weight to prioritize tasks effectively in a heterogeneous DAG scheduling context."
full_rkhs,100,2,46,test,809.0,954.0,815.0,"rank_u,depth,comm_weight","{'rank_u': 1.5734545153396102, 'depth': -2.4964340761025428, 'comm_weight': -0.07578908607055802}","Here is a compact formula for the interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]  This formula combines the upward rank, depth of the task, and communication weight to prioritize tasks effectively in a heterogeneous DAG scheduling context."
full_rkhs,100,2,47,test,799.0,1049.0,788.0,"rank_u,depth,comm_weight","{'rank_u': 1.5734545153396102, 'depth': -2.4964340761025428, 'comm_weight': -0.07578908607055802}","Here is a compact formula for the interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]  This formula combines the upward rank, depth of the task, and communication weight to prioritize tasks effectively in a heterogeneous DAG scheduling context."
full_rkhs,100,2,48,test,808.0,1038.0,783.0,"rank_u,depth,comm_weight","{'rank_u': 1.5734545153396102, 'depth': -2.4964340761025428, 'comm_weight': -0.07578908607055802}","Here is a compact formula for the interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]  This formula combines the upward rank, depth of the task, and communication weight to prioritize tasks effectively in a heterogeneous DAG scheduling context."
full_rkhs,100,2,49,test,794.0,1067.0,764.0,"rank_u,depth,comm_weight","{'rank_u': 1.5734545153396102, 'depth': -2.4964340761025428, 'comm_weight': -0.07578908607055802}","Here is a compact formula for the interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]  This formula combines the upward rank, depth of the task, and communication weight to prioritize tasks effectively in a heterogeneous DAG scheduling context."
full_rkhs,100,4,40,test,460.0,551.0,447.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 1.2603664058864377, 'depth': -2.4724698567445422, 'in_degree': 1.6813134718175056, 'fork': 0.1892597189514849, 'comm_weight': -0.11659702192091298}","Here’s a compact formula for your interpretable priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{in_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm_weight}  \]  This formula emphasizes the importance of task rank and structure while incorporating communication weight, which is crucial in heterogeneous environments."
full_rkhs,100,4,41,test,407.0,520.0,410.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 1.2603664058864377, 'depth': -2.4724698567445422, 'in_degree': 1.6813134718175056, 'fork': 0.1892597189514849, 'comm_weight': -0.11659702192091298}","Here’s a compact formula for your interpretable priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{in_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm_weight}  \]  This formula emphasizes the importance of task rank and structure while incorporating communication weight, which is crucial in heterogeneous environments."
full_rkhs,100,4,42,test,464.0,609.0,455.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 1.2603664058864377, 'depth': -2.4724698567445422, 'in_degree': 1.6813134718175056, 'fork': 0.1892597189514849, 'comm_weight': -0.11659702192091298}","Here’s a compact formula for your interpretable priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{in_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm_weight}  \]  This formula emphasizes the importance of task rank and structure while incorporating communication weight, which is crucial in heterogeneous environments."
full_rkhs,100,4,43,test,454.0,590.0,455.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 1.2603664058864377, 'depth': -2.4724698567445422, 'in_degree': 1.6813134718175056, 'fork': 0.1892597189514849, 'comm_weight': -0.11659702192091298}","Here’s a compact formula for your interpretable priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{in_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm_weight}  \]  This formula emphasizes the importance of task rank and structure while incorporating communication weight, which is crucial in heterogeneous environments."
full_rkhs,100,4,44,test,468.0,621.0,464.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 1.2603664058864377, 'depth': -2.4724698567445422, 'in_degree': 1.6813134718175056, 'fork': 0.1892597189514849, 'comm_weight': -0.11659702192091298}","Here’s a compact formula for your interpretable priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{in_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm_weight}  \]  This formula emphasizes the importance of task rank and structure while incorporating communication weight, which is crucial in heterogeneous environments."
full_rkhs,100,4,45,test,456.0,592.0,453.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 1.2603664058864377, 'depth': -2.4724698567445422, 'in_degree': 1.6813134718175056, 'fork': 0.1892597189514849, 'comm_weight': -0.11659702192091298}","Here’s a compact formula for your interpretable priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{in_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm_weight}  \]  This formula emphasizes the importance of task rank and structure while incorporating communication weight, which is crucial in heterogeneous environments."
full_rkhs,100,4,46,test,478.0,600.0,475.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 1.2603664058864377, 'depth': -2.4724698567445422, 'in_degree': 1.6813134718175056, 'fork': 0.1892597189514849, 'comm_weight': -0.11659702192091298}","Here’s a compact formula for your interpretable priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{in_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm_weight}  \]  This formula emphasizes the importance of task rank and structure while incorporating communication weight, which is crucial in heterogeneous environments."
full_rkhs,100,4,47,test,496.0,579.0,485.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 1.2603664058864377, 'depth': -2.4724698567445422, 'in_degree': 1.6813134718175056, 'fork': 0.1892597189514849, 'comm_weight': -0.11659702192091298}","Here’s a compact formula for your interpretable priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{in_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm_weight}  \]  This formula emphasizes the importance of task rank and structure while incorporating communication weight, which is crucial in heterogeneous environments."
full_rkhs,100,4,48,test,439.0,528.0,422.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 1.2603664058864377, 'depth': -2.4724698567445422, 'in_degree': 1.6813134718175056, 'fork': 0.1892597189514849, 'comm_weight': -0.11659702192091298}","Here’s a compact formula for your interpretable priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{in_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm_weight}  \]  This formula emphasizes the importance of task rank and structure while incorporating communication weight, which is crucial in heterogeneous environments."
full_rkhs,100,4,49,test,461.0,560.0,453.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 1.2603664058864377, 'depth': -2.4724698567445422, 'in_degree': 1.6813134718175056, 'fork': 0.1892597189514849, 'comm_weight': -0.11659702192091298}","Here’s a compact formula for your interpretable priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{in_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm_weight}  \]  This formula emphasizes the importance of task rank and structure while incorporating communication weight, which is crucial in heterogeneous environments."
full_rkhs,100,8,40,test,337.0,344.0,337.0,"rank_u,depth,fork,in_degree,comm_weight","{'rank_u': 2.4481381520866443, 'depth': 0.7185422370540404, 'fork': -2.218612314159774, 'in_degree': -1.1667946894990289, 'comm_weight': 0.6276684432009401}","Here's a compact formula for the priority heuristic using 5 features:  \[  \text{score} = 1.2 \times \text{rank_u} + 0.8 \times \text{depth} + 0.5 \times \text{fork} + 0.3 \times \text{in_degree} + 0.2 \times \text{comm_weight}  \]   This formula emphasizes the importance of task rank and depth while also considering structural characteristics like fork and in-degree, along with communication weight."
full_rkhs,100,8,41,test,322.0,346.0,323.0,"rank_u,depth,fork,in_degree,comm_weight","{'rank_u': 2.4481381520866443, 'depth': 0.7185422370540404, 'fork': -2.218612314159774, 'in_degree': -1.1667946894990289, 'comm_weight': 0.6276684432009401}","Here's a compact formula for the priority heuristic using 5 features:  \[  \text{score} = 1.2 \times \text{rank_u} + 0.8 \times \text{depth} + 0.5 \times \text{fork} + 0.3 \times \text{in_degree} + 0.2 \times \text{comm_weight}  \]   This formula emphasizes the importance of task rank and depth while also considering structural characteristics like fork and in-degree, along with communication weight."
full_rkhs,100,8,42,test,405.0,406.0,405.0,"rank_u,depth,fork,in_degree,comm_weight","{'rank_u': 2.4481381520866443, 'depth': 0.7185422370540404, 'fork': -2.218612314159774, 'in_degree': -1.1667946894990289, 'comm_weight': 0.6276684432009401}","Here's a compact formula for the priority heuristic using 5 features:  \[  \text{score} = 1.2 \times \text{rank_u} + 0.8 \times \text{depth} + 0.5 \times \text{fork} + 0.3 \times \text{in_degree} + 0.2 \times \text{comm_weight}  \]   This formula emphasizes the importance of task rank and depth while also considering structural characteristics like fork and in-degree, along with communication weight."
full_rkhs,100,8,43,test,366.0,385.0,366.0,"rank_u,depth,fork,in_degree,comm_weight","{'rank_u': 2.4481381520866443, 'depth': 0.7185422370540404, 'fork': -2.218612314159774, 'in_degree': -1.1667946894990289, 'comm_weight': 0.6276684432009401}","Here's a compact formula for the priority heuristic using 5 features:  \[  \text{score} = 1.2 \times \text{rank_u} + 0.8 \times \text{depth} + 0.5 \times \text{fork} + 0.3 \times \text{in_degree} + 0.2 \times \text{comm_weight}  \]   This formula emphasizes the importance of task rank and depth while also considering structural characteristics like fork and in-degree, along with communication weight."
full_rkhs,100,8,44,test,385.0,407.0,397.0,"rank_u,depth,fork,in_degree,comm_weight","{'rank_u': 2.4481381520866443, 'depth': 0.7185422370540404, 'fork': -2.218612314159774, 'in_degree': -1.1667946894990289, 'comm_weight': 0.6276684432009401}","Here's a compact formula for the priority heuristic using 5 features:  \[  \text{score} = 1.2 \times \text{rank_u} + 0.8 \times \text{depth} + 0.5 \times \text{fork} + 0.3 \times \text{in_degree} + 0.2 \times \text{comm_weight}  \]   This formula emphasizes the importance of task rank and depth while also considering structural characteristics like fork and in-degree, along with communication weight."
full_rkhs,100,8,45,test,376.0,378.0,376.0,"rank_u,depth,fork,in_degree,comm_weight","{'rank_u': 2.4481381520866443, 'depth': 0.7185422370540404, 'fork': -2.218612314159774, 'in_degree': -1.1667946894990289, 'comm_weight': 0.6276684432009401}","Here's a compact formula for the priority heuristic using 5 features:  \[  \text{score} = 1.2 \times \text{rank_u} + 0.8 \times \text{depth} + 0.5 \times \text{fork} + 0.3 \times \text{in_degree} + 0.2 \times \text{comm_weight}  \]   This formula emphasizes the importance of task rank and depth while also considering structural characteristics like fork and in-degree, along with communication weight."
full_rkhs,100,8,46,test,386.0,412.0,386.0,"rank_u,depth,fork,in_degree,comm_weight","{'rank_u': 2.4481381520866443, 'depth': 0.7185422370540404, 'fork': -2.218612314159774, 'in_degree': -1.1667946894990289, 'comm_weight': 0.6276684432009401}","Here's a compact formula for the priority heuristic using 5 features:  \[  \text{score} = 1.2 \times \text{rank_u} + 0.8 \times \text{depth} + 0.5 \times \text{fork} + 0.3 \times \text{in_degree} + 0.2 \times \text{comm_weight}  \]   This formula emphasizes the importance of task rank and depth while also considering structural characteristics like fork and in-degree, along with communication weight."
full_rkhs,100,8,47,test,404.0,414.0,404.0,"rank_u,depth,fork,in_degree,comm_weight","{'rank_u': 2.4481381520866443, 'depth': 0.7185422370540404, 'fork': -2.218612314159774, 'in_degree': -1.1667946894990289, 'comm_weight': 0.6276684432009401}","Here's a compact formula for the priority heuristic using 5 features:  \[  \text{score} = 1.2 \times \text{rank_u} + 0.8 \times \text{depth} + 0.5 \times \text{fork} + 0.3 \times \text{in_degree} + 0.2 \times \text{comm_weight}  \]   This formula emphasizes the importance of task rank and depth while also considering structural characteristics like fork and in-degree, along with communication weight."
full_rkhs,100,8,48,test,375.0,383.0,375.0,"rank_u,depth,fork,in_degree,comm_weight","{'rank_u': 2.4481381520866443, 'depth': 0.7185422370540404, 'fork': -2.218612314159774, 'in_degree': -1.1667946894990289, 'comm_weight': 0.6276684432009401}","Here's a compact formula for the priority heuristic using 5 features:  \[  \text{score} = 1.2 \times \text{rank_u} + 0.8 \times \text{depth} + 0.5 \times \text{fork} + 0.3 \times \text{in_degree} + 0.2 \times \text{comm_weight}  \]   This formula emphasizes the importance of task rank and depth while also considering structural characteristics like fork and in-degree, along with communication weight."
full_rkhs,100,8,49,test,357.0,394.0,363.0,"rank_u,depth,fork,in_degree,comm_weight","{'rank_u': 2.4481381520866443, 'depth': 0.7185422370540404, 'fork': -2.218612314159774, 'in_degree': -1.1667946894990289, 'comm_weight': 0.6276684432009401}","Here's a compact formula for the priority heuristic using 5 features:  \[  \text{score} = 1.2 \times \text{rank_u} + 0.8 \times \text{depth} + 0.5 \times \text{fork} + 0.3 \times \text{in_degree} + 0.2 \times \text{comm_weight}  \]   This formula emphasizes the importance of task rank and depth while also considering structural characteristics like fork and in-degree, along with communication weight."
no_bo,20,2,40,test,165.0,202.0,175.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 1.0, 'depth': 1.0, 'in_degree': 1.0, 'fork': 1.0, 'comm_weight': 1.0}","Here is a compact formula for the interpretable priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{in_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm_weight}  \]   This formula balances task urgency (rank_u), task complexity (depth), task dependencies (in_degree), parallelism potential (fork), and communication overhead (comm_weight) to prioritize tasks effectively in a heterogeneous DAG scheduling context."
no_bo,20,2,41,test,125.0,155.0,145.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 1.0, 'depth': 1.0, 'in_degree': 1.0, 'fork': 1.0, 'comm_weight': 1.0}","Here is a compact formula for the interpretable priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{in_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm_weight}  \]   This formula balances task urgency (rank_u), task complexity (depth), task dependencies (in_degree), parallelism potential (fork), and communication overhead (comm_weight) to prioritize tasks effectively in a heterogeneous DAG scheduling context."
no_bo,20,2,42,test,168.0,183.0,171.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 1.0, 'depth': 1.0, 'in_degree': 1.0, 'fork': 1.0, 'comm_weight': 1.0}","Here is a compact formula for the interpretable priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{in_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm_weight}  \]   This formula balances task urgency (rank_u), task complexity (depth), task dependencies (in_degree), parallelism potential (fork), and communication overhead (comm_weight) to prioritize tasks effectively in a heterogeneous DAG scheduling context."
no_bo,20,2,43,test,161.0,198.0,153.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 1.0, 'depth': 1.0, 'in_degree': 1.0, 'fork': 1.0, 'comm_weight': 1.0}","Here is a compact formula for the interpretable priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{in_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm_weight}  \]   This formula balances task urgency (rank_u), task complexity (depth), task dependencies (in_degree), parallelism potential (fork), and communication overhead (comm_weight) to prioritize tasks effectively in a heterogeneous DAG scheduling context."
no_bo,20,2,44,test,198.0,240.0,198.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 1.0, 'depth': 1.0, 'in_degree': 1.0, 'fork': 1.0, 'comm_weight': 1.0}","Here is a compact formula for the interpretable priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{in_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm_weight}  \]   This formula balances task urgency (rank_u), task complexity (depth), task dependencies (in_degree), parallelism potential (fork), and communication overhead (comm_weight) to prioritize tasks effectively in a heterogeneous DAG scheduling context."
no_bo,20,2,45,test,174.0,183.0,173.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 1.0, 'depth': 1.0, 'in_degree': 1.0, 'fork': 1.0, 'comm_weight': 1.0}","Here is a compact formula for the interpretable priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{in_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm_weight}  \]   This formula balances task urgency (rank_u), task complexity (depth), task dependencies (in_degree), parallelism potential (fork), and communication overhead (comm_weight) to prioritize tasks effectively in a heterogeneous DAG scheduling context."
no_bo,20,2,46,test,155.0,167.0,173.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 1.0, 'depth': 1.0, 'in_degree': 1.0, 'fork': 1.0, 'comm_weight': 1.0}","Here is a compact formula for the interpretable priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{in_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm_weight}  \]   This formula balances task urgency (rank_u), task complexity (depth), task dependencies (in_degree), parallelism potential (fork), and communication overhead (comm_weight) to prioritize tasks effectively in a heterogeneous DAG scheduling context."
no_bo,20,2,47,test,151.0,163.0,159.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 1.0, 'depth': 1.0, 'in_degree': 1.0, 'fork': 1.0, 'comm_weight': 1.0}","Here is a compact formula for the interpretable priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{in_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm_weight}  \]   This formula balances task urgency (rank_u), task complexity (depth), task dependencies (in_degree), parallelism potential (fork), and communication overhead (comm_weight) to prioritize tasks effectively in a heterogeneous DAG scheduling context."
no_bo,20,2,48,test,169.0,204.0,173.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 1.0, 'depth': 1.0, 'in_degree': 1.0, 'fork': 1.0, 'comm_weight': 1.0}","Here is a compact formula for the interpretable priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{in_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm_weight}  \]   This formula balances task urgency (rank_u), task complexity (depth), task dependencies (in_degree), parallelism potential (fork), and communication overhead (comm_weight) to prioritize tasks effectively in a heterogeneous DAG scheduling context."
no_bo,20,2,49,test,139.0,156.0,155.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 1.0, 'depth': 1.0, 'in_degree': 1.0, 'fork': 1.0, 'comm_weight': 1.0}","Here is a compact formula for the interpretable priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{in_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm_weight}  \]   This formula balances task urgency (rank_u), task complexity (depth), task dependencies (in_degree), parallelism potential (fork), and communication overhead (comm_weight) to prioritize tasks effectively in a heterogeneous DAG scheduling context."
no_bo,20,4,40,test,90.0,111.0,128.0,"depth,fork","{'depth': 1.0, 'fork': 1.0}","Here is a compact formula using 5 features for your interpretable priority heuristic in heterogeneous DAG scheduling:  \[  \text{score} = 0.5 \times \text{rank}_u + 0.3 \times \text{depth} + 0.2 \times \text{in\_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm\_weight}  \]   This formula emphasizes the importance of task rank, depth in the DAG, and structural characteristics like in-degree and fork, while also considering communication weight."
no_bo,20,4,41,test,90.0,104.0,112.0,"depth,fork","{'depth': 1.0, 'fork': 1.0}","Here is a compact formula using 5 features for your interpretable priority heuristic in heterogeneous DAG scheduling:  \[  \text{score} = 0.5 \times \text{rank}_u + 0.3 \times \text{depth} + 0.2 \times \text{in\_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm\_weight}  \]   This formula emphasizes the importance of task rank, depth in the DAG, and structural characteristics like in-degree and fork, while also considering communication weight."
no_bo,20,4,42,test,103.0,103.0,103.0,"depth,fork","{'depth': 1.0, 'fork': 1.0}","Here is a compact formula using 5 features for your interpretable priority heuristic in heterogeneous DAG scheduling:  \[  \text{score} = 0.5 \times \text{rank}_u + 0.3 \times \text{depth} + 0.2 \times \text{in\_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm\_weight}  \]   This formula emphasizes the importance of task rank, depth in the DAG, and structural characteristics like in-degree and fork, while also considering communication weight."
no_bo,20,4,43,test,79.0,106.0,123.0,"depth,fork","{'depth': 1.0, 'fork': 1.0}","Here is a compact formula using 5 features for your interpretable priority heuristic in heterogeneous DAG scheduling:  \[  \text{score} = 0.5 \times \text{rank}_u + 0.3 \times \text{depth} + 0.2 \times \text{in\_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm\_weight}  \]   This formula emphasizes the importance of task rank, depth in the DAG, and structural characteristics like in-degree and fork, while also considering communication weight."
