ablation,graph_family,graph_params,setting_tasks,setting_processors,seed,split,HEFT,CPOP,RKHS_BO,template_features,theta,llm_response
full_rkhs,barabasi_albert,{'m': 3},100,4,42,test,334.0,459.0,323.0,"rank_u,in_degree,out_degree,fork,comm_weight","{'rank_u': 2.9754225060941932, 'in_degree': -1.301668992906805, 'out_degree': -0.7483960287398408, 'fork': 2.332074115384227, 'comm_weight': 0.3955811021215571}","rank_u,in_degree,out_degree,fork,comm_weight"
full_rkhs,barabasi_albert,{'m': 3},100,4,43,test,349.0,484.0,377.0,"rank_u,in_degree,out_degree,fork,comm_weight","{'rank_u': 2.9754225060941932, 'in_degree': -1.301668992906805, 'out_degree': -0.7483960287398408, 'fork': 2.332074115384227, 'comm_weight': 0.3955811021215571}","rank_u,in_degree,out_degree,fork,comm_weight"
full_rkhs,barabasi_albert,{'m': 3},100,4,44,test,356.0,480.0,338.0,"rank_u,in_degree,out_degree,fork,comm_weight","{'rank_u': 2.9754225060941932, 'in_degree': -1.301668992906805, 'out_degree': -0.7483960287398408, 'fork': 2.332074115384227, 'comm_weight': 0.3955811021215571}","rank_u,in_degree,out_degree,fork,comm_weight"
full_rkhs,barabasi_albert,{'m': 3},100,4,45,test,375.0,531.0,369.0,"rank_u,in_degree,out_degree,fork,comm_weight","{'rank_u': 2.9754225060941932, 'in_degree': -1.301668992906805, 'out_degree': -0.7483960287398408, 'fork': 2.332074115384227, 'comm_weight': 0.3955811021215571}","rank_u,in_degree,out_degree,fork,comm_weight"
full_rkhs,barabasi_albert,{'m': 3},100,4,46,test,347.0,485.0,346.0,"rank_u,in_degree,out_degree,fork,comm_weight","{'rank_u': 2.9754225060941932, 'in_degree': -1.301668992906805, 'out_degree': -0.7483960287398408, 'fork': 2.332074115384227, 'comm_weight': 0.3955811021215571}","rank_u,in_degree,out_degree,fork,comm_weight"
full_rkhs,barabasi_albert,{'m': 3},100,4,47,test,404.0,538.0,400.0,"rank_u,in_degree,out_degree,fork,comm_weight","{'rank_u': 2.9754225060941932, 'in_degree': -1.301668992906805, 'out_degree': -0.7483960287398408, 'fork': 2.332074115384227, 'comm_weight': 0.3955811021215571}","rank_u,in_degree,out_degree,fork,comm_weight"
full_rkhs,barabasi_albert,{'m': 3},100,4,48,test,348.0,455.0,348.0,"rank_u,in_degree,out_degree,fork,comm_weight","{'rank_u': 2.9754225060941932, 'in_degree': -1.301668992906805, 'out_degree': -0.7483960287398408, 'fork': 2.332074115384227, 'comm_weight': 0.3955811021215571}","rank_u,in_degree,out_degree,fork,comm_weight"
full_rkhs,barabasi_albert,{'m': 3},100,4,49,test,328.0,430.0,344.0,"rank_u,in_degree,out_degree,fork,comm_weight","{'rank_u': 2.9754225060941932, 'in_degree': -1.301668992906805, 'out_degree': -0.7483960287398408, 'fork': 2.332074115384227, 'comm_weight': 0.3955811021215571}","rank_u,in_degree,out_degree,fork,comm_weight"
full_rkhs,barabasi_albert,{'m': 3},100,8,40,test,184.0,253.0,175.0,"rank_u,in_degree,out_degree,fork,comm_weight","{'rank_u': 2.5567543259102017, 'in_degree': 1.9700786330303561, 'out_degree': 0.046419554547841343, 'fork': -2.5174515693954946, 'comm_weight': 0.31405985484954185}","rank_u,in_degree,out_degree,fork,comm_weight"
full_rkhs,barabasi_albert,{'m': 3},100,8,41,test,191.0,267.0,192.0,"rank_u,in_degree,out_degree,fork,comm_weight","{'rank_u': 2.5567543259102017, 'in_degree': 1.9700786330303561, 'out_degree': 0.046419554547841343, 'fork': -2.5174515693954946, 'comm_weight': 0.31405985484954185}","rank_u,in_degree,out_degree,fork,comm_weight"
full_rkhs,barabasi_albert,{'m': 3},100,8,42,test,199.0,239.0,193.0,"rank_u,in_degree,out_degree,fork,comm_weight","{'rank_u': 2.5567543259102017, 'in_degree': 1.9700786330303561, 'out_degree': 0.046419554547841343, 'fork': -2.5174515693954946, 'comm_weight': 0.31405985484954185}","rank_u,in_degree,out_degree,fork,comm_weight"
full_rkhs,barabasi_albert,{'m': 3},100,8,43,test,186.0,285.0,190.0,"rank_u,in_degree,out_degree,fork,comm_weight","{'rank_u': 2.5567543259102017, 'in_degree': 1.9700786330303561, 'out_degree': 0.046419554547841343, 'fork': -2.5174515693954946, 'comm_weight': 0.31405985484954185}","rank_u,in_degree,out_degree,fork,comm_weight"
full_rkhs,barabasi_albert,{'m': 3},100,8,44,test,172.0,253.0,173.0,"rank_u,in_degree,out_degree,fork,comm_weight","{'rank_u': 2.5567543259102017, 'in_degree': 1.9700786330303561, 'out_degree': 0.046419554547841343, 'fork': -2.5174515693954946, 'comm_weight': 0.31405985484954185}","rank_u,in_degree,out_degree,fork,comm_weight"
full_rkhs,barabasi_albert,{'m': 3},100,8,45,test,193.0,268.0,195.0,"rank_u,in_degree,out_degree,fork,comm_weight","{'rank_u': 2.5567543259102017, 'in_degree': 1.9700786330303561, 'out_degree': 0.046419554547841343, 'fork': -2.5174515693954946, 'comm_weight': 0.31405985484954185}","rank_u,in_degree,out_degree,fork,comm_weight"
full_rkhs,barabasi_albert,{'m': 3},100,8,46,test,206.0,264.0,206.0,"rank_u,in_degree,out_degree,fork,comm_weight","{'rank_u': 2.5567543259102017, 'in_degree': 1.9700786330303561, 'out_degree': 0.046419554547841343, 'fork': -2.5174515693954946, 'comm_weight': 0.31405985484954185}","rank_u,in_degree,out_degree,fork,comm_weight"
full_rkhs,barabasi_albert,{'m': 3},100,8,47,test,209.0,310.0,210.0,"rank_u,in_degree,out_degree,fork,comm_weight","{'rank_u': 2.5567543259102017, 'in_degree': 1.9700786330303561, 'out_degree': 0.046419554547841343, 'fork': -2.5174515693954946, 'comm_weight': 0.31405985484954185}","rank_u,in_degree,out_degree,fork,comm_weight"
full_rkhs,barabasi_albert,{'m': 3},100,8,48,test,213.0,269.0,217.0,"rank_u,in_degree,out_degree,fork,comm_weight","{'rank_u': 2.5567543259102017, 'in_degree': 1.9700786330303561, 'out_degree': 0.046419554547841343, 'fork': -2.5174515693954946, 'comm_weight': 0.31405985484954185}","rank_u,in_degree,out_degree,fork,comm_weight"
full_rkhs,barabasi_albert,{'m': 3},100,8,49,test,186.0,265.0,190.0,"rank_u,in_degree,out_degree,fork,comm_weight","{'rank_u': 2.5567543259102017, 'in_degree': 1.9700786330303561, 'out_degree': 0.046419554547841343, 'fork': -2.5174515693954946, 'comm_weight': 0.31405985484954185}","rank_u,in_degree,out_degree,fork,comm_weight"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",20,2,40,test,307.0,307.0,302.0,"depth,in_degree,out_degree,comm_weight","{'depth': -2.9930698954514208, 'in_degree': -1.2933763109284575, 'out_degree': 0.5079442320433645, 'comm_weight': -0.015692847455825554}","depth,in_degree,out_degree,comm_weight"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",20,2,41,test,302.0,302.0,302.0,"depth,in_degree,out_degree,comm_weight","{'depth': -2.9930698954514208, 'in_degree': -1.2933763109284575, 'out_degree': 0.5079442320433645, 'comm_weight': -0.015692847455825554}","depth,in_degree,out_degree,comm_weight"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",20,2,42,test,260.0,263.0,260.0,"depth,in_degree,out_degree,comm_weight","{'depth': -2.9930698954514208, 'in_degree': -1.2933763109284575, 'out_degree': 0.5079442320433645, 'comm_weight': -0.015692847455825554}","depth,in_degree,out_degree,comm_weight"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",20,2,43,test,264.0,264.0,267.0,"depth,in_degree,out_degree,comm_weight","{'depth': -2.9930698954514208, 'in_degree': -1.2933763109284575, 'out_degree': 0.5079442320433645, 'comm_weight': -0.015692847455825554}","depth,in_degree,out_degree,comm_weight"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",20,2,44,test,294.0,294.0,299.0,"depth,in_degree,out_degree,comm_weight","{'depth': -2.9930698954514208, 'in_degree': -1.2933763109284575, 'out_degree': 0.5079442320433645, 'comm_weight': -0.015692847455825554}","depth,in_degree,out_degree,comm_weight"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",20,2,45,test,222.0,222.0,217.0,"depth,in_degree,out_degree,comm_weight","{'depth': -2.9930698954514208, 'in_degree': -1.2933763109284575, 'out_degree': 0.5079442320433645, 'comm_weight': -0.015692847455825554}","depth,in_degree,out_degree,comm_weight"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",20,2,46,test,266.0,266.0,272.0,"depth,in_degree,out_degree,comm_weight","{'depth': -2.9930698954514208, 'in_degree': -1.2933763109284575, 'out_degree': 0.5079442320433645, 'comm_weight': -0.015692847455825554}","depth,in_degree,out_degree,comm_weight"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",20,2,47,test,302.0,302.0,302.0,"depth,in_degree,out_degree,comm_weight","{'depth': -2.9930698954514208, 'in_degree': -1.2933763109284575, 'out_degree': 0.5079442320433645, 'comm_weight': -0.015692847455825554}","depth,in_degree,out_degree,comm_weight"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",20,2,48,test,305.0,305.0,319.0,"depth,in_degree,out_degree,comm_weight","{'depth': -2.9930698954514208, 'in_degree': -1.2933763109284575, 'out_degree': 0.5079442320433645, 'comm_weight': -0.015692847455825554}","depth,in_degree,out_degree,comm_weight"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",20,2,49,test,279.0,290.0,285.0,"depth,in_degree,out_degree,comm_weight","{'depth': -2.9930698954514208, 'in_degree': -1.2933763109284575, 'out_degree': 0.5079442320433645, 'comm_weight': -0.015692847455825554}","depth,in_degree,out_degree,comm_weight"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",20,4,40,test,225.0,225.0,225.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 2.460657788970979, 'depth': 2.455318911811227, 'in_degree': -0.7590715405545785, 'fork': -2.661726663554804, 'comm_weight': -0.03579761717445809}","rank_u,depth,in_degree,comm_weight,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",20,4,41,test,229.0,229.0,229.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 2.460657788970979, 'depth': 2.455318911811227, 'in_degree': -0.7590715405545785, 'fork': -2.661726663554804, 'comm_weight': -0.03579761717445809}","rank_u,depth,in_degree,comm_weight,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",20,4,42,test,221.0,221.0,221.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 2.460657788970979, 'depth': 2.455318911811227, 'in_degree': -0.7590715405545785, 'fork': -2.661726663554804, 'comm_weight': -0.03579761717445809}","rank_u,depth,in_degree,comm_weight,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",20,4,43,test,191.0,191.0,191.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 2.460657788970979, 'depth': 2.455318911811227, 'in_degree': -0.7590715405545785, 'fork': -2.661726663554804, 'comm_weight': -0.03579761717445809}","rank_u,depth,in_degree,comm_weight,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",20,4,44,test,254.0,254.0,254.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 2.460657788970979, 'depth': 2.455318911811227, 'in_degree': -0.7590715405545785, 'fork': -2.661726663554804, 'comm_weight': -0.03579761717445809}","rank_u,depth,in_degree,comm_weight,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",20,4,45,test,225.0,225.0,225.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 2.460657788970979, 'depth': 2.455318911811227, 'in_degree': -0.7590715405545785, 'fork': -2.661726663554804, 'comm_weight': -0.03579761717445809}","rank_u,depth,in_degree,comm_weight,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",20,4,46,test,248.0,248.0,248.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 2.460657788970979, 'depth': 2.455318911811227, 'in_degree': -0.7590715405545785, 'fork': -2.661726663554804, 'comm_weight': -0.03579761717445809}","rank_u,depth,in_degree,comm_weight,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",20,4,47,test,261.0,261.0,261.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 2.460657788970979, 'depth': 2.455318911811227, 'in_degree': -0.7590715405545785, 'fork': -2.661726663554804, 'comm_weight': -0.03579761717445809}","rank_u,depth,in_degree,comm_weight,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",20,4,48,test,231.0,231.0,231.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 2.460657788970979, 'depth': 2.455318911811227, 'in_degree': -0.7590715405545785, 'fork': -2.661726663554804, 'comm_weight': -0.03579761717445809}","rank_u,depth,in_degree,comm_weight,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",20,4,49,test,272.0,272.0,272.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 2.460657788970979, 'depth': 2.455318911811227, 'in_degree': -0.7590715405545785, 'fork': -2.661726663554804, 'comm_weight': -0.03579761717445809}","rank_u,depth,in_degree,comm_weight,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",20,8,40,test,213.0,213.0,213.0,"depth,in_degree,out_degree,fork,comm_weight","{'depth': -0.7966603205155548, 'in_degree': -2.5120529079616882, 'out_degree': 2.2783055299968167, 'fork': 0.825217083913237, 'comm_weight': 0.013680767950605317}","depth,in_degree,out_degree,comm_weight,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",20,8,41,test,213.0,213.0,213.0,"depth,in_degree,out_degree,fork,comm_weight","{'depth': -0.7966603205155548, 'in_degree': -2.5120529079616882, 'out_degree': 2.2783055299968167, 'fork': 0.825217083913237, 'comm_weight': 0.013680767950605317}","depth,in_degree,out_degree,comm_weight,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",20,8,42,test,226.0,226.0,219.0,"depth,in_degree,out_degree,fork,comm_weight","{'depth': -0.7966603205155548, 'in_degree': -2.5120529079616882, 'out_degree': 2.2783055299968167, 'fork': 0.825217083913237, 'comm_weight': 0.013680767950605317}","depth,in_degree,out_degree,comm_weight,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",20,8,43,test,176.0,176.0,176.0,"depth,in_degree,out_degree,fork,comm_weight","{'depth': -0.7966603205155548, 'in_degree': -2.5120529079616882, 'out_degree': 2.2783055299968167, 'fork': 0.825217083913237, 'comm_weight': 0.013680767950605317}","depth,in_degree,out_degree,comm_weight,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",20,8,44,test,220.0,220.0,220.0,"depth,in_degree,out_degree,fork,comm_weight","{'depth': -0.7966603205155548, 'in_degree': -2.5120529079616882, 'out_degree': 2.2783055299968167, 'fork': 0.825217083913237, 'comm_weight': 0.013680767950605317}","depth,in_degree,out_degree,comm_weight,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",20,8,45,test,202.0,202.0,202.0,"depth,in_degree,out_degree,fork,comm_weight","{'depth': -0.7966603205155548, 'in_degree': -2.5120529079616882, 'out_degree': 2.2783055299968167, 'fork': 0.825217083913237, 'comm_weight': 0.013680767950605317}","depth,in_degree,out_degree,comm_weight,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",20,8,46,test,175.0,175.0,175.0,"depth,in_degree,out_degree,fork,comm_weight","{'depth': -0.7966603205155548, 'in_degree': -2.5120529079616882, 'out_degree': 2.2783055299968167, 'fork': 0.825217083913237, 'comm_weight': 0.013680767950605317}","depth,in_degree,out_degree,comm_weight,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",20,8,47,test,211.0,211.0,211.0,"depth,in_degree,out_degree,fork,comm_weight","{'depth': -0.7966603205155548, 'in_degree': -2.5120529079616882, 'out_degree': 2.2783055299968167, 'fork': 0.825217083913237, 'comm_weight': 0.013680767950605317}","depth,in_degree,out_degree,comm_weight,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",20,8,48,test,232.0,232.0,232.0,"depth,in_degree,out_degree,fork,comm_weight","{'depth': -0.7966603205155548, 'in_degree': -2.5120529079616882, 'out_degree': 2.2783055299968167, 'fork': 0.825217083913237, 'comm_weight': 0.013680767950605317}","depth,in_degree,out_degree,comm_weight,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",20,8,49,test,217.0,217.0,217.0,"depth,in_degree,out_degree,fork,comm_weight","{'depth': -0.7966603205155548, 'in_degree': -2.5120529079616882, 'out_degree': 2.2783055299968167, 'fork': 0.825217083913237, 'comm_weight': 0.013680767950605317}","depth,in_degree,out_degree,comm_weight,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",50,2,40,test,648.0,703.0,634.0,"rank_u,depth,in_degree,out_degree,comm_weight","{'rank_u': 1.5685150563738566, 'depth': -2.9836796105515164, 'in_degree': -1.4486856738211689, 'out_degree': -1.8025410154686659, 'comm_weight': -0.9366588651978945}","rank_u,depth,in_degree,comm_weight,out_degree"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",50,2,41,test,661.0,659.0,661.0,"rank_u,depth,in_degree,out_degree,comm_weight","{'rank_u': 1.5685150563738566, 'depth': -2.9836796105515164, 'in_degree': -1.4486856738211689, 'out_degree': -1.8025410154686659, 'comm_weight': -0.9366588651978945}","rank_u,depth,in_degree,comm_weight,out_degree"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",50,2,42,test,648.0,648.0,646.0,"rank_u,depth,in_degree,out_degree,comm_weight","{'rank_u': 1.5685150563738566, 'depth': -2.9836796105515164, 'in_degree': -1.4486856738211689, 'out_degree': -1.8025410154686659, 'comm_weight': -0.9366588651978945}","rank_u,depth,in_degree,comm_weight,out_degree"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",50,2,43,test,652.0,669.0,657.0,"rank_u,depth,in_degree,out_degree,comm_weight","{'rank_u': 1.5685150563738566, 'depth': -2.9836796105515164, 'in_degree': -1.4486856738211689, 'out_degree': -1.8025410154686659, 'comm_weight': -0.9366588651978945}","rank_u,depth,in_degree,comm_weight,out_degree"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",50,2,44,test,770.0,768.0,776.0,"rank_u,depth,in_degree,out_degree,comm_weight","{'rank_u': 1.5685150563738566, 'depth': -2.9836796105515164, 'in_degree': -1.4486856738211689, 'out_degree': -1.8025410154686659, 'comm_weight': -0.9366588651978945}","rank_u,depth,in_degree,comm_weight,out_degree"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",50,2,45,test,667.0,678.0,663.0,"rank_u,depth,in_degree,out_degree,comm_weight","{'rank_u': 1.5685150563738566, 'depth': -2.9836796105515164, 'in_degree': -1.4486856738211689, 'out_degree': -1.8025410154686659, 'comm_weight': -0.9366588651978945}","rank_u,depth,in_degree,comm_weight,out_degree"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",50,2,46,test,739.0,739.0,737.0,"rank_u,depth,in_degree,out_degree,comm_weight","{'rank_u': 1.5685150563738566, 'depth': -2.9836796105515164, 'in_degree': -1.4486856738211689, 'out_degree': -1.8025410154686659, 'comm_weight': -0.9366588651978945}","rank_u,depth,in_degree,comm_weight,out_degree"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",50,2,47,test,780.0,780.0,781.0,"rank_u,depth,in_degree,out_degree,comm_weight","{'rank_u': 1.5685150563738566, 'depth': -2.9836796105515164, 'in_degree': -1.4486856738211689, 'out_degree': -1.8025410154686659, 'comm_weight': -0.9366588651978945}","rank_u,depth,in_degree,comm_weight,out_degree"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",50,2,48,test,720.0,720.0,720.0,"rank_u,depth,in_degree,out_degree,comm_weight","{'rank_u': 1.5685150563738566, 'depth': -2.9836796105515164, 'in_degree': -1.4486856738211689, 'out_degree': -1.8025410154686659, 'comm_weight': -0.9366588651978945}","rank_u,depth,in_degree,comm_weight,out_degree"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",50,2,49,test,748.0,748.0,748.0,"rank_u,depth,in_degree,out_degree,comm_weight","{'rank_u': 1.5685150563738566, 'depth': -2.9836796105515164, 'in_degree': -1.4486856738211689, 'out_degree': -1.8025410154686659, 'comm_weight': -0.9366588651978945}","rank_u,depth,in_degree,comm_weight,out_degree"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",50,4,40,test,539.0,538.0,538.0,"rank_d,depth,in_degree,fork,comm_weight","{'rank_d': -1.2605811376345468, 'depth': -1.583166198814481, 'in_degree': -0.17504815421473996, 'fork': -2.2246537261518533, 'comm_weight': 1.730342937815374}","depth,in_degree,comm_weight,rank_d,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",50,4,41,test,588.0,588.0,588.0,"rank_d,depth,in_degree,fork,comm_weight","{'rank_d': -1.2605811376345468, 'depth': -1.583166198814481, 'in_degree': -0.17504815421473996, 'fork': -2.2246537261518533, 'comm_weight': 1.730342937815374}","depth,in_degree,comm_weight,rank_d,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",50,4,42,test,555.0,555.0,555.0,"rank_d,depth,in_degree,fork,comm_weight","{'rank_d': -1.2605811376345468, 'depth': -1.583166198814481, 'in_degree': -0.17504815421473996, 'fork': -2.2246537261518533, 'comm_weight': 1.730342937815374}","depth,in_degree,comm_weight,rank_d,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",50,4,43,test,520.0,521.0,524.0,"rank_d,depth,in_degree,fork,comm_weight","{'rank_d': -1.2605811376345468, 'depth': -1.583166198814481, 'in_degree': -0.17504815421473996, 'fork': -2.2246537261518533, 'comm_weight': 1.730342937815374}","depth,in_degree,comm_weight,rank_d,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",50,4,44,test,604.0,604.0,604.0,"rank_d,depth,in_degree,fork,comm_weight","{'rank_d': -1.2605811376345468, 'depth': -1.583166198814481, 'in_degree': -0.17504815421473996, 'fork': -2.2246537261518533, 'comm_weight': 1.730342937815374}","depth,in_degree,comm_weight,rank_d,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",50,4,45,test,606.0,594.0,606.0,"rank_d,depth,in_degree,fork,comm_weight","{'rank_d': -1.2605811376345468, 'depth': -1.583166198814481, 'in_degree': -0.17504815421473996, 'fork': -2.2246537261518533, 'comm_weight': 1.730342937815374}","depth,in_degree,comm_weight,rank_d,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",50,4,46,test,611.0,611.0,617.0,"rank_d,depth,in_degree,fork,comm_weight","{'rank_d': -1.2605811376345468, 'depth': -1.583166198814481, 'in_degree': -0.17504815421473996, 'fork': -2.2246537261518533, 'comm_weight': 1.730342937815374}","depth,in_degree,comm_weight,rank_d,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",50,4,47,test,678.0,678.0,678.0,"rank_d,depth,in_degree,fork,comm_weight","{'rank_d': -1.2605811376345468, 'depth': -1.583166198814481, 'in_degree': -0.17504815421473996, 'fork': -2.2246537261518533, 'comm_weight': 1.730342937815374}","depth,in_degree,comm_weight,rank_d,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",50,4,48,test,592.0,592.0,592.0,"rank_d,depth,in_degree,fork,comm_weight","{'rank_d': -1.2605811376345468, 'depth': -1.583166198814481, 'in_degree': -0.17504815421473996, 'fork': -2.2246537261518533, 'comm_weight': 1.730342937815374}","depth,in_degree,comm_weight,rank_d,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",50,4,49,test,593.0,593.0,598.0,"rank_d,depth,in_degree,fork,comm_weight","{'rank_d': -1.2605811376345468, 'depth': -1.583166198814481, 'in_degree': -0.17504815421473996, 'fork': -2.2246537261518533, 'comm_weight': 1.730342937815374}","depth,in_degree,comm_weight,rank_d,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",50,8,40,test,471.0,471.0,471.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 0.5041506528187076, 'depth': -0.3562023195796987, 'in_degree': 0.07704160431014406, 'fork': 2.202586302809795, 'comm_weight': 0.27026979294205056}","rank_u,depth,in_degree,comm_weight,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",50,8,41,test,494.0,494.0,494.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 0.5041506528187076, 'depth': -0.3562023195796987, 'in_degree': 0.07704160431014406, 'fork': 2.202586302809795, 'comm_weight': 0.27026979294205056}","rank_u,depth,in_degree,comm_weight,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",50,8,42,test,477.0,476.0,477.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 0.5041506528187076, 'depth': -0.3562023195796987, 'in_degree': 0.07704160431014406, 'fork': 2.202586302809795, 'comm_weight': 0.27026979294205056}","rank_u,depth,in_degree,comm_weight,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",50,8,43,test,449.0,449.0,449.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 0.5041506528187076, 'depth': -0.3562023195796987, 'in_degree': 0.07704160431014406, 'fork': 2.202586302809795, 'comm_weight': 0.27026979294205056}","rank_u,depth,in_degree,comm_weight,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",50,8,44,test,596.0,596.0,596.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 0.5041506528187076, 'depth': -0.3562023195796987, 'in_degree': 0.07704160431014406, 'fork': 2.202586302809795, 'comm_weight': 0.27026979294205056}","rank_u,depth,in_degree,comm_weight,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",50,8,45,test,486.0,486.0,486.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 0.5041506528187076, 'depth': -0.3562023195796987, 'in_degree': 0.07704160431014406, 'fork': 2.202586302809795, 'comm_weight': 0.27026979294205056}","rank_u,depth,in_degree,comm_weight,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",50,8,46,test,528.0,528.0,528.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 0.5041506528187076, 'depth': -0.3562023195796987, 'in_degree': 0.07704160431014406, 'fork': 2.202586302809795, 'comm_weight': 0.27026979294205056}","rank_u,depth,in_degree,comm_weight,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",50,8,47,test,536.0,536.0,536.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 0.5041506528187076, 'depth': -0.3562023195796987, 'in_degree': 0.07704160431014406, 'fork': 2.202586302809795, 'comm_weight': 0.27026979294205056}","rank_u,depth,in_degree,comm_weight,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",50,8,48,test,577.0,577.0,577.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 0.5041506528187076, 'depth': -0.3562023195796987, 'in_degree': 0.07704160431014406, 'fork': 2.202586302809795, 'comm_weight': 0.27026979294205056}","rank_u,depth,in_degree,comm_weight,fork"
full_rkhs,watts_strogatz,"{'k': 4, 'p': 0.1}",50,8,49,test,501.0,501.0,501.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 0.5041506528187076, 'depth': -0.3562023195796987, 'in_degree': 0.07704160431014406, 'fork': 2.202586302809795, 'comm_weight': 0.27026979294205056}","rank_u,depth,in_degree,comm_weight,fork"
